Score: 2549 Duration 1: 43363.0s (from 2008-10-27T08:07:24 to 2008-10-27T20:10:07) Duration 2: 48345.0s (from 2008-11-03T08:29:22 to 2008-11-03T21:55:07)
Score: 1680 Duration 1: 41556.0s (from 2008-10-27T08:24:40 to 2008-10-27T19:57:16) Duration 2: 36393.0s (from 2008-11-17T08:47:38 to 2008-11-17T18:54:11)
Score: 2084 Duration 1: 2836.0s (from 2008-10-27T19:44:05 to 2008-10-27T20:31:21) Duration 2: 15953.0s (from 2008-12-01T18:27:04 to 2008-12-01T22:52:57)
Score: 2688 Duration 1: 43351.0s (from 2008-10-27T08:07:28 to 2008-10-27T20:09:59) Duration 2: 52226.0s (from 2008-12-08T08:32:01 to 2008-12-08T23:02:27)
Score: 809 Duration 1: 566.0s (from 2008-11-03T08:45:07 to 2008-11-03T08:54:33) Duration 2: 531.0s (from 2008-11-17T08:47:34 to 2008-11-17T08:56:25)
Score: 1966 Duration 1: 2002.0s (from 2008-11-03T21:32:04 to 2008-11-03T22:05:26) Duration 2: 11834.0s (from 2008-12-01T18:29:04 to 2008-12-01T21:46:18)
Score: 4754 Duration 1: 48632.0s (from 2008-11-03T08:25:39 to 2008-11-03T21:56:11) Duration 2: 53718.0s (from 2008-12-08T08:15:34 to 2008-12-08T23:10:52)
Score: 1483 Duration 1: 3941.0s (from 2008-11-17T21:10:31 to 2008-11-17T22:16:12) Duration 2: 15228.0s (from 2008-12-01T18:39:09 to 2008-12-01T22:52:57)
Score: 810 Duration 1: 748.0s (from 2008-11-17T08:47:33 to 2008-11-17T09:00:01) Duration 2: 601.0s (from 2008-12-08T08:47:50 to 2008-12-08T08:57:51)
Score: 976 Duration 1: 1403.0s (from 2008-12-01T21:23:00 to 2008-12-01T21:46:23) Duration 2: 1071.0s (from 2008-12-08T22:53:01 to 2008-12-08T23:10:52)
Out of 36 pairs there are 10 matches.
