user_id,latitude,longtitude,timestamp
062,39.9888349,116.3095399,2008-07-29 06:26:19
062,39.9888199,116.3095466,2008-07-29 06:26:20
062,39.9887733,116.3095649,2008-07-29 06:26:23
062,39.9887316,116.3095766,2008-07-29 06:26:26
062,39.9886783,116.3095949,2008-07-29 06:26:29
062,39.9886383,116.3096016,2008-07-29 06:26:32
062,39.9886099,116.309605,2008-07-29 06:26:35
062,39.9885866,116.3095983,2008-07-29 06:26:38
062,39.9885633,116.3095949,2008-07-29 06:26:41
062,39.9885366,116.309605,2008-07-29 06:26:44
062,39.9885033,116.3095783,2008-07-29 06:26:47
062,39.9884966,116.3095666,2008-07-29 06:26:50
062,39.9884783,116.3095599,2008-07-29 06:26:53
062,39.9884583,116.3095433,2008-07-29 06:26:56
062,39.9884416,116.3095583,2008-07-29 06:26:59
062,39.9884216,116.3095866,2008-07-29 06:27:02
062,39.9884066,116.3095433,2008-07-29 06:27:09
062,39.9883716,116.3094533,2008-07-29 06:27:45
062,39.9870999,116.3099499,2008-07-29 06:32:23
062,39.9870733,116.3099516,2008-07-29 06:32:26
062,39.9870633,116.3099683,2008-07-29 06:32:31
062,39.9870116,116.3099749,2008-07-29 06:32:34
062,39.9869733,116.3099816,2008-07-29 06:32:36
062,39.9869383,116.30999,2008-07-29 06:32:38
062,39.9868899,116.3099949,2008-07-29 06:32:41
062,39.9868416,116.30999,2008-07-29 06:32:44
062,39.9867716,116.3099883,2008-07-29 06:32:47
062,39.9867083,116.30999,2008-07-29 06:32:49
062,39.9866649,116.3099866,2008-07-29 06:32:51
062,39.98663,116.3099883,2008-07-29 06:32:53
062,39.986615,116.30999,2008-07-29 06:32:55
062,39.9866316,116.3099883,2008-07-29 06:32:58
062,39.9866483,116.3099966,2008-07-29 06:33:08
062,39.9865949,116.3099866,2008-07-29 06:33:11
062,39.986555,116.3099849,2008-07-29 06:33:13
062,39.9865316,116.3099766,2008-07-29 06:33:15
062,39.9865066,116.3099966,2008-07-29 06:33:18
062,39.9864816,116.3099866,2008-07-29 06:33:21
062,39.9864466,116.3099816,2008-07-29 06:33:24
062,39.9864283,116.3099633,2008-07-29 06:33:27
062,39.9864283,116.3099016,2008-07-29 06:33:30
062,39.9864316,116.3098799,2008-07-29 06:33:33
062,39.9864316,116.3098799,2008-07-29 06:34:51
062,39.9864366,116.3098716,2008-07-29 06:34:53
062,39.9864166,116.3098783,2008-07-29 06:34:56
062,39.9863949,116.3098866,2008-07-29 06:34:59
062,39.9863799,116.3098899,2008-07-29 06:35:02
062,39.9863683,116.3098916,2008-07-29 06:35:05
062,39.9863616,116.3099,2008-07-29 06:35:08
062,39.9863616,116.3099033,2008-07-29 06:35:25
062,39.9863616,116.3099033,2008-07-29 06:35:29
062,39.9863549,116.3099066,2008-07-29 06:35:31
062,39.9863399,116.3099099,2008-07-29 06:35:34
062,39.98632,116.3099149,2008-07-29 06:35:37
062,39.9862883,116.3099249,2008-07-29 06:35:40
062,39.9862283,116.3099449,2008-07-29 06:35:43
062,39.98615,116.3099616,2008-07-29 06:35:45
062,39.9860866,116.3099799,2008-07-29 06:35:47
062,39.9860316,116.3099933,2008-07-29 06:35:49
062,39.9859833,116.3100083,2008-07-29 06:35:51
062,39.9859366,116.3100199,2008-07-29 06:35:53
062,39.985885,116.3100366,2008-07-29 06:35:55
062,39.9858166,116.3100549,2008-07-29 06:35:57
062,39.9856849,116.3100633,2008-07-29 06:35:59
062,39.9855766,116.3100683,2008-07-29 06:36:01
062,39.985465,116.3100716,2008-07-29 06:36:03
062,39.9853516,116.3100799,2008-07-29 06:36:05
062,39.9852483,116.3100866,2008-07-29 06:36:07
062,39.9851683,116.3100899,2008-07-29 06:36:09
062,39.9850883,116.3100866,2008-07-29 06:36:11
062,39.9850183,116.3100866,2008-07-29 06:36:13
062,39.9849483,116.3100899,2008-07-29 06:36:15
062,39.9848583,116.3100933,2008-07-29 06:36:17
062,39.98475,116.3101016,2008-07-29 06:36:19
062,39.9846449,116.3101116,2008-07-29 06:36:21
062,39.9845299,116.3101233,2008-07-29 06:36:23
062,39.984415,116.3101399,2008-07-29 06:36:25
062,39.9843033,116.3101733,2008-07-29 06:36:27
062,39.9841999,116.3102166,2008-07-29 06:36:29
062,39.9841166,116.3102716,2008-07-29 06:36:31
062,39.9840483,116.3103333,2008-07-29 06:36:33
062,39.9839933,116.3103999,2008-07-29 06:36:35
062,39.9839733,116.3104716,2008-07-29 06:36:37
062,39.9839749,116.3105383,2008-07-29 06:36:39
062,39.9839849,116.3106083,2008-07-29 06:36:41
062,39.9839916,116.3106833,2008-07-29 06:36:43
062,39.9839983,116.3107783,2008-07-29 06:36:45
062,39.9840066,116.310895,2008-07-29 06:36:47
