Score: 427 Duration 1: 685.0s (from 2008-10-24T10:10:39 to 2008-10-24T10:22:04) Duration 2: 2914.0s (from 2008-11-14T11:56:25 to 2008-11-14T12:44:59)
Score: 0 Duration 1: 2227.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:47:06) Duration 2: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58)
Score: 182 Duration 1: 120.0s (from 2008-10-24T10:12:49 to 2008-10-24T10:14:49) Duration 2: 120.0s (from 2008-12-12T12:25:35 to 2008-12-12T12:27:35)
Score: 122 Duration 1: 85.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:11:24) Duration 2: 110.0s (from 2009-04-03T13:19:40 to 2009-04-03T13:21:30)
Score: 42 Duration 1: 25.0s (from 2008-10-24T10:22:09 to 2008-10-24T10:22:34) Duration 2: 25.0s (from 2009-04-10T10:20:45 to 2009-04-10T10:21:10)
Score: 259 Duration 1: 170.0s (from 2008-10-24T10:43:36 to 2008-10-24T10:46:26) Duration 2: 170.0s (from 2009-04-17T12:50:00 to 2009-04-17T12:52:50)
Score: 35 Duration 1: 20.0s (from 2008-10-24T10:10:09 to 2008-10-24T10:10:29) Duration 2: 20.0s (from 2009-04-24T13:18:49 to 2009-04-24T13:19:09)
Score: 105 Duration 1: 70.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:11:09) Duration 2: 58.0s (from 2009-05-01T13:58:26 to 2009-05-01T13:59:24)
Score: 84 Duration 1: 55.0s (from 2008-10-24T10:10:09 to 2008-10-24T10:11:04) Duration 2: 55.0s (from 2009-05-08T09:56:10 to 2009-05-08T09:57:05)
Score: 112 Duration 1: 75.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:11:14) Duration 2: 70.0s (from 2009-05-15T11:33:51 to 2009-05-15T11:35:01)
Score: 0 Duration 1: 2227.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:47:06) Duration 2: 6200.0s (from 2009-05-22T07:10:53 to 2009-05-22T08:54:13)
Score: 315 Duration 1: 193.0s (from 2008-10-24T10:22:09 to 2008-10-24T10:25:22) Duration 2: 220.0s (from 2009-06-05T12:21:56 to 2009-06-05T12:25:36)
Score: 0 Duration 1: 2227.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:47:06) Duration 2: 54127.0s (from 2009-06-12T06:12:04 to 2009-06-12T21:14:11)
Score: 112 Duration 1: 75.0s (from 2008-10-24T10:09:59 to 2008-10-24T10:11:14) Duration 2: 6216.0s (from 2009-06-19T12:16:23 to 2009-06-19T13:59:59)
Score: 301 Duration 1: 190.0s (from 2008-11-14T19:18:39 to 2008-11-14T19:21:49) Duration 2: 200.0s (from 2008-11-21T19:30:38 to 2008-11-21T19:33:58)
Score: 448 Duration 1: 7510.0s (from 2008-11-14T09:53:55 to 2008-11-14T11:59:05) Duration 2: 8057.0s (from 2008-12-12T12:28:20 to 2008-12-12T14:42:37)
Score: 147 Duration 1: 100.0s (from 2008-11-14T15:05:28 to 2008-11-14T15:07:08) Duration 2: 100.0s (from 2009-04-03T13:55:45 to 2009-04-03T13:57:25)
Score: 70 Duration 1: 6573.0s (from 2008-11-14T10:00:25 to 2008-11-14T11:49:58) Duration 2: 45.0s (from 2009-04-10T10:25:25 to 2009-04-10T10:26:10)
Score: 767 Duration 1: 30406.0s (from 2008-11-14T09:52:55 to 2008-11-14T18:19:41) Duration 2: 32692.0s (from 2009-04-17T08:25:25 to 2009-04-17T17:30:17)
Score: 576 Duration 1: 1040.0s (from 2008-11-14T18:14:51 to 2008-11-14T18:32:11) Duration 2: 540.0s (from 2009-04-24T17:28:20 to 2009-04-24T17:37:20)
Score: 210 Duration 1: 690.0s (from 2008-11-14T18:20:51 to 2008-11-14T18:32:21) Duration 2: 1945.0s (from 2009-05-01T17:38:09 to 2009-05-01T18:10:34)
Score: 273 Duration 1: 190.0s (from 2008-11-14T09:53:25 to 2008-11-14T09:56:35) Duration 2: 542.0s (from 2009-05-08T09:56:10 to 2009-05-08T10:05:12)
Score: 333 Duration 1: 275.0s (from 2008-11-14T15:02:38 to 2008-11-14T15:07:13) Duration 2: 265.0s (from 2009-05-15T18:51:03 to 2009-05-15T18:55:28)
Score: 0 Duration 1: 34539.0s (from 2008-11-14T09:52:55 to 2008-11-14T19:28:34) Duration 2: 6200.0s (from 2009-05-22T07:10:53 to 2009-05-22T08:54:13)
Score: 619 Duration 1: 3903.0s (from 2008-11-14T18:16:06 to 2008-11-14T19:21:09) Duration 2: 1983.0s (from 2009-06-05T17:18:04 to 2009-06-05T17:51:07)
Score: 291 Duration 1: 8149.0s (from 2008-11-14T12:51:14 to 2008-11-14T15:07:03) Duration 2: 210.0s (from 2009-06-12T15:22:27 to 2009-06-12T15:25:57)
Score: 503 Duration 1: 3458.0s (from 2008-11-14T18:16:01 to 2008-11-14T19:13:39) Duration 2: 2545.0s (from 2009-06-19T18:37:21 to 2009-06-19T19:19:46)
Score: 109 Duration 1: 65.0s (from 2008-11-21T19:32:53 to 2008-11-21T19:33:58) Duration 2: 170.0s (from 2008-12-12T18:18:11 to 2008-12-12T18:21:01)
Score: 0 Duration 1: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58) Duration 2: 52978.0s (from 2009-04-03T09:16:57 to 2009-04-03T23:59:55)
Score: 0 Duration 1: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58) Duration 2: 70608.0s (from 2009-04-10T02:28:00 to 2009-04-10T22:04:48)
Score: 0 Duration 1: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58) Duration 2: 34862.0s (from 2009-04-17T08:24:30 to 2009-04-17T18:05:32)
Score: 119 Duration 1: 70.0s (from 2008-11-21T19:30:48 to 2008-11-21T19:31:58) Duration 2: 78.0s (from 2009-04-24T17:35:20 to 2009-04-24T17:36:38)
Score: 133 Duration 1: 80.0s (from 2008-11-21T19:30:38 to 2008-11-21T19:31:58) Duration 2: 88.0s (from 2009-05-01T17:37:59 to 2009-05-01T17:39:27)
Score: 0 Duration 1: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58) Duration 2: 55396.0s (from 2009-05-08T03:29:52 to 2009-05-08T18:53:08)
Score: 35 Duration 1: 20.0s (from 2008-11-21T19:30:38 to 2008-11-21T19:30:58) Duration 2: 20.0s (from 2009-05-15T18:11:08 to 2009-05-15T18:11:28)
Score: 0 Duration 1: 26662.0s (from 2008-11-21T12:09:36 to 2008-11-21T19:33:58) Duration 2: 6200.0s (from 2009-05-22T07:10:53 to 2009-05-22T08:54:13)
