Score: 5774 Duration 1: 8175.0s (from 2008-10-28T08:40:31 to 2008-10-28T10:56:46) Duration 2: 11520.0s (from 2008-11-04T08:19:08 to 2008-11-04T11:31:08)
Score: 4611 Duration 1: 7865.0s (from 2008-10-28T08:40:31 to 2008-10-28T10:51:36) Duration 2: 8217.0s (from 2008-11-11T08:17:52 to 2008-11-11T10:34:49)
Score: 0 Duration 1: 15916.0s (from 2008-10-28T08:38:26 to 2008-10-28T13:03:42) Duration 2: 71373.0s (from 2008-11-18T00:00:03 to 2008-11-18T19:49:36)
Score: 0 Duration 1: 15916.0s (from 2008-10-28T08:38:26 to 2008-10-28T13:03:42) Duration 2: 13198.0s (from 2008-12-02T15:11:36 to 2008-12-02T18:51:34)
Score: 265 Duration 1: 330.0s (from 2008-10-28T10:50:11 to 2008-10-28T10:55:41) Duration 2: 660.0s (from 2009-03-31T08:39:54 to 2009-03-31T08:50:54)
Score: 0 Duration 1: 15916.0s (from 2008-10-28T08:38:26 to 2008-10-28T13:03:42) Duration 2: 56741.0s (from 2009-04-14T05:39:35 to 2009-04-14T21:25:16)
Score: 155 Duration 1: 205.0s (from 2008-10-28T10:50:26 to 2008-10-28T10:53:51) Duration 2: 530.0s (from 2009-04-21T07:56:11 to 2009-04-21T08:05:01)
Score: 85 Duration 1: 80.0s (from 2008-10-28T10:52:06 to 2008-10-28T10:53:26) Duration 2: 80.0s (from 2009-04-28T13:18:26 to 2009-04-28T13:19:46)
Score: 260 Duration 1: 255.0s (from 2008-10-28T10:52:36 to 2008-10-28T10:56:51) Duration 2: 255.0s (from 2009-05-05T11:26:17 to 2009-05-05T11:30:32)
Score: 165 Duration 1: 160.0s (from 2008-10-28T10:50:16 to 2008-10-28T10:52:56) Duration 2: 565.0s (from 2009-05-12T09:36:49 to 2009-05-12T09:46:14)
Score: 0 Duration 1: 15916.0s (from 2008-10-28T08:38:26 to 2008-10-28T13:03:42) Duration 2: 6596.0s (from 2009-05-19T17:45:37 to 2009-05-19T19:35:33)
Score: 45 Duration 1: 40.0s (from 2008-10-28T13:03:02 to 2008-10-28T13:03:42) Duration 2: 35.0s (from 2009-05-26T12:02:56 to 2009-05-26T12:03:31)
Score: 45 Duration 1: 40.0s (from 2008-10-28T13:03:02 to 2008-10-28T13:03:42) Duration 2: 40.0s (from 2009-06-02T13:21:03 to 2009-06-02T13:21:43)
Score: 405 Duration 1: 400.0s (from 2008-10-28T10:50:21 to 2008-10-28T10:57:01) Duration 2: 810.0s (from 2009-06-09T08:24:55 to 2009-06-09T08:38:25)
Score: 45 Duration 1: 40.0s (from 2008-10-28T13:03:02 to 2008-10-28T13:03:42) Duration 2: 40.0s (from 2009-06-16T13:41:28 to 2009-06-16T13:42:08)
Score: 45 Duration 1: 40.0s (from 2008-10-28T13:03:02 to 2008-10-28T13:03:42) Duration 2: 35.0s (from 2009-06-23T12:36:35 to 2009-06-23T12:37:10)
Score: 5152 Duration 1: 11420.0s (from 2008-11-04T08:16:23 to 2008-11-04T11:26:43) Duration 2: 8255.0s (from 2008-11-11T08:17:04 to 2008-11-11T10:34:39)
Score: 0 Duration 1: 14955.0s (from 2008-11-04T07:21:53 to 2008-11-04T11:31:08) Duration 2: 71373.0s (from 2008-11-18T00:00:03 to 2008-11-18T19:49:36)
Score: 0 Duration 1: 14955.0s (from 2008-11-04T07:21:53 to 2008-11-04T11:31:08) Duration 2: 13198.0s (from 2008-12-02T15:11:36 to 2008-12-02T18:51:34)
Score: 190 Duration 1: 185.0s (from 2008-11-04T11:26:43 to 2008-11-04T11:29:48) Duration 2: 180.0s (from 2009-03-31T08:47:39 to 2009-03-31T08:50:39)
Score: 35 Duration 1: 30.0s (from 2008-11-04T07:24:38 to 2008-11-04T07:25:08) Duration 2: 30.0s (from 2009-04-14T05:46:10 to 2009-04-14T05:46:40)
Score: 110 Duration 1: 105.0s (from 2008-11-04T11:26:38 to 2008-11-04T11:28:23) Duration 2: 100.0s (from 2009-04-21T08:03:16 to 2009-04-21T08:04:56)
Score: 80 Duration 1: 75.0s (from 2008-11-04T11:26:53 to 2008-11-04T11:28:08) Duration 2: 75.0s (from 2009-04-28T13:18:26 to 2009-04-28T13:19:41)
Score: 260 Duration 1: 255.0s (from 2008-11-04T11:26:53 to 2008-11-04T11:31:08) Duration 2: 255.0s (from 2009-05-05T11:26:22 to 2009-05-05T11:30:37)
Score: 125 Duration 1: 120.0s (from 2008-11-04T11:25:33 to 2008-11-04T11:27:33) Duration 2: 525.0s (from 2009-05-12T09:36:59 to 2009-05-12T09:45:44)
Score: 0 Duration 1: 14955.0s (from 2008-11-04T07:21:53 to 2008-11-04T11:31:08) Duration 2: 6596.0s (from 2009-05-19T17:45:37 to 2009-05-19T19:35:33)
Score: 0 Duration 1: 14955.0s (from 2008-11-04T07:21:53 to 2008-11-04T11:31:08) Duration 2: 57907.0s (from 2009-05-26T03:00:08 to 2009-05-26T19:05:15)
Score: 0 Duration 1: 14955.0s (from 2008-11-04T07:21:53 to 2008-11-04T11:31:08) Duration 2: 23417.0s (from 2009-06-02T11:55:36 to 2009-06-02T18:25:53)
Score: 339 Duration 1: 340.0s (from 2008-11-04T11:25:28 to 2008-11-04T11:31:08) Duration 2: 765.0s (from 2009-06-09T08:25:20 to 2009-06-09T08:38:05)
Score: 35 Duration 1: 30.0s (from 2008-11-04T11:25:03 to 2008-11-04T11:25:33) Duration 2: 30.0s (from 2009-06-16T13:43:53 to 2009-06-16T13:44:23)
Score: 40 Duration 1: 35.0s (from 2008-11-04T11:23:13 to 2008-11-04T11:23:48) Duration 2: 35.0s (from 2009-06-23T12:40:25 to 2009-06-23T12:41:00)
Score: 0 Duration 1: 8330.0s (from 2008-11-11T08:17:04 to 2008-11-11T10:35:54) Duration 2: 71373.0s (from 2008-11-18T00:00:03 to 2008-11-18T19:49:36)
Score: 0 Duration 1: 8330.0s (from 2008-11-11T08:17:04 to 2008-11-11T10:35:54) Duration 2: 13198.0s (from 2008-12-02T15:11:36 to 2008-12-02T18:51:34)
Score: 60 Duration 1: 55.0s (from 2008-11-11T10:33:59 to 2008-11-11T10:34:54) Duration 2: 55.0s (from 2009-03-31T08:40:04 to 2009-03-31T08:40:59)
Score: 0 Duration 1: 8330.0s (from 2008-11-11T08:17:04 to 2008-11-11T10:35:54) Duration 2: 56741.0s (from 2009-04-14T05:39:35 to 2009-04-14T21:25:16)
Score: 60 Duration 1: 55.0s (from 2008-11-11T10:34:09 to 2008-11-11T10:35:04) Duration 2: 55.0s (from 2009-04-21T07:56:16 to 2009-04-21T07:57:11)
Score: 15 Duration 1: 10.0s (from 2008-11-11T10:35:44 to 2008-11-11T10:35:54) Duration 2: 10.0s (from 2009-04-28T13:16:51 to 2009-04-28T13:17:01)
Score: 25 Duration 1: 20.0s (from 2008-11-11T10:35:34 to 2008-11-11T10:35:54) Duration 2: 20.0s (from 2009-05-05T12:33:33 to 2009-05-05T12:33:53)
Score: 60 Duration 1: 55.0s (from 2008-11-11T10:34:04 to 2008-11-11T10:34:59) Duration 2: 55.0s (from 2009-05-12T09:36:59 to 2009-05-12T09:37:54)
Score: 0 Duration 1: 8330.0s (from 2008-11-11T08:17:04 to 2008-11-11T10:35:54) Duration 2: 6596.0s (from 2009-05-19T17:45:37 to 2009-05-19T19:35:33)
Score: 40 Duration 1: 35.0s (from 2008-11-11T10:35:19 to 2008-11-11T10:35:54) Duration 2: 35.0s (from 2009-05-26T12:15:46 to 2009-05-26T12:16:21)
Score: 10 Duration 1: 5.0s (from 2008-11-11T10:35:44 to 2008-11-11T10:35:49) Duration 2: 5.0s (from 2009-06-02T13:21:18 to 2009-06-02T13:21:23)
Score: 60 Duration 1: 55.0s (from 2008-11-11T10:33:54 to 2008-11-11T10:34:49) Duration 2: 55.0s (from 2009-06-09T08:25:20 to 2009-06-09T08:26:15)
Score: 35 Duration 1: 30.0s (from 2008-11-11T10:31:44 to 2008-11-11T10:32:14) Duration 2: 30.0s (from 2009-06-16T13:44:38 to 2009-06-16T13:45:08)
Score: 55 Duration 1: 50.0s (from 2008-11-11T10:30:09 to 2008-11-11T10:30:59) Duration 2: 50.0s (from 2009-06-23T12:40:25 to 2009-06-23T12:41:15)
Score: 109 Duration 1: 135.0s (from 2008-11-18T17:50:10 to 2008-11-18T17:52:25) Duration 2: 195.0s (from 2008-12-02T15:12:06 to 2008-12-02T15:15:21)
Score: 415 Duration 1: 4306.0s (from 2008-11-18T17:50:05 to 2008-11-18T19:01:51) Duration 2: 515.0s (from 2009-03-31T17:31:00 to 2009-03-31T17:39:35)
