Score: 116 Duration 1: 685.0s (from 2008-10-24T10:10:39 to 2008-10-24T10:22:04) Duration 2: 2914.0s (from 2008-11-14T11:56:25 to 2008-11-14T12:44:59)
Score: 74 Duration 1: 170.0s (from 2008-10-24T10:43:36 to 2008-10-24T10:46:26) Duration 2: 170.0s (from 2009-04-17T12:50:00 to 2009-04-17T12:52:50)
Score: 90 Duration 1: 193.0s (from 2008-10-24T10:22:09 to 2008-10-24T10:25:22) Duration 2: 220.0s (from 2009-06-05T12:21:56 to 2009-06-05T12:25:36)
Score: 86 Duration 1: 190.0s (from 2008-11-14T19:18:39 to 2008-11-14T19:21:49) Duration 2: 200.0s (from 2008-11-21T19:30:38 to 2008-11-21T19:33:58)
Score: 120 Duration 1: 295.0s (from 2008-11-14T09:53:55 to 2008-11-14T09:58:50) Duration 2: 295.0s (from 2008-12-12T12:28:10 to 2008-12-12T12:33:05)
Score: 149 Duration 1: 410.0s (from 2008-11-14T09:52:55 to 2008-11-14T09:59:45) Duration 2: 640.0s (from 2009-04-17T08:25:25 to 2009-04-17T08:36:05)
Score: 148 Duration 1: 1040.0s (from 2008-11-14T18:14:51 to 2008-11-14T18:32:11) Duration 2: 540.0s (from 2009-04-24T17:28:20 to 2009-04-24T17:37:20)
Score: 60 Duration 1: 690.0s (from 2008-11-14T18:20:51 to 2008-11-14T18:32:21) Duration 2: 1945.0s (from 2009-05-01T17:38:09 to 2009-05-01T18:10:34)
Score: 78 Duration 1: 190.0s (from 2008-11-14T09:53:25 to 2008-11-14T09:56:35) Duration 2: 542.0s (from 2009-05-08T09:56:10 to 2009-05-08T10:05:12)
Score: 93 Duration 1: 275.0s (from 2008-11-14T15:02:38 to 2008-11-14T15:07:13) Duration 2: 265.0s (from 2009-05-15T18:51:03 to 2009-05-15T18:55:28)
Score: 126 Duration 1: 3903.0s (from 2008-11-14T18:16:06 to 2008-11-14T19:21:09) Duration 2: 1983.0s (from 2009-06-05T17:18:04 to 2009-06-05T17:51:07)
