user_id,latitude,longtitude,timestamp
159,39.9769333333333,116.328256666667,2012-03-29 00:58:30
159,39.97696,116.328068333333,2012-03-29 00:58:35
159,39.97695,116.327893333333,2012-03-29 00:58:40
159,39.976975,116.327728333333,2012-03-29 00:58:45
159,39.97713,116.327726666667,2012-03-29 00:58:50
159,39.9773216666667,116.32769,2012-03-29 00:58:55
159,39.9775283333333,116.32768,2012-03-29 00:59:00
159,39.9777283333333,116.327656666667,2012-03-29 00:59:05
159,39.9779433333333,116.327625,2012-03-29 00:59:10
159,39.978155,116.327618333333,2012-03-29 00:59:15
159,39.9783716666667,116.327583333333,2012-03-29 00:59:20
159,39.9785783333333,116.327576666667,2012-03-29 00:59:25
159,39.9787866666667,116.32756,2012-03-29 00:59:30
159,39.97898,116.327546666667,2012-03-29 00:59:35
159,39.9791733333333,116.327545,2012-03-29 00:59:40
159,39.9793366666667,116.327566666667,2012-03-29 00:59:45
159,39.979525,116.327548333333,2012-03-29 00:59:50
159,39.97975,116.327478333333,2012-03-29 00:59:55
159,39.9798916666667,116.3274,2012-03-29 01:00:00
159,39.9799433333333,116.327303333333,2012-03-29 01:00:05
159,39.9799533333333,116.327125,2012-03-29 01:00:10
159,39.9799716666667,116.32689,2012-03-29 01:00:15
159,39.9800283333333,116.326656666667,2012-03-29 01:00:20
159,39.9800033333333,116.326381666667,2012-03-29 01:00:25
159,39.9799783333333,116.326106666667,2012-03-29 01:00:30
159,39.9798583333333,116.325851666667,2012-03-29 01:00:35
159,39.9798566666667,116.325585,2012-03-29 01:00:40
159,39.9798766666667,116.325313333333,2012-03-29 01:00:45
159,39.9798033333333,116.3251,2012-03-29 01:00:50
159,39.9797833333333,116.324868333333,2012-03-29 01:00:55
159,39.9797833333333,116.324603333333,2012-03-29 01:01:00
159,39.9797983333333,116.32434,2012-03-29 01:01:05
159,39.97977,116.32406,2012-03-29 01:01:10
159,39.9797633333333,116.323775,2012-03-29 01:01:15
159,39.979755,116.323496666667,2012-03-29 01:01:20
159,39.979745,116.323248333333,2012-03-29 01:01:25
159,39.9797416666667,116.322996666667,2012-03-29 01:01:30
159,39.979715,116.32273,2012-03-29 01:01:35
159,39.9797066666667,116.322466666667,2012-03-29 01:01:40
159,39.9796916666667,116.322221666667,2012-03-29 01:01:45
159,39.9797116666667,116.322015,2012-03-29 01:01:50
159,39.979735,116.321795,2012-03-29 01:01:55
159,39.97971,116.321608333333,2012-03-29 01:02:00
159,39.979675,116.321458333333,2012-03-29 01:02:05
159,39.9796716666667,116.321248333333,2012-03-29 01:02:10
159,39.9797433333333,116.32099,2012-03-29 01:02:15
159,39.9797166666667,116.320745,2012-03-29 01:02:20
159,39.9796783333333,116.320501666667,2012-03-29 01:02:25
159,39.979665,116.320255,2012-03-29 01:02:30
159,39.97966,116.320021666667,2012-03-29 01:02:35
159,39.97977,116.319738333333,2012-03-29 01:02:40
159,39.979795,116.319491666667,2012-03-29 01:02:45
159,39.9798333333333,116.319251666667,2012-03-29 01:02:50
159,39.9799316666667,116.31898,2012-03-29 01:02:55
159,39.9799666666667,116.318705,2012-03-29 01:03:00
159,39.9799366666667,116.318431666667,2012-03-29 01:03:05
159,39.97988,116.318175,2012-03-29 01:03:10
159,39.97985,116.317985,2012-03-29 01:03:15
159,39.9798466666667,116.31777,2012-03-29 01:03:20
159,39.9798483333333,116.31749,2012-03-29 01:03:25
159,39.97985,116.317201666667,2012-03-29 01:03:30
159,39.97985,116.316955,2012-03-29 01:03:35
159,39.97983,116.316698333333,2012-03-29 01:03:40
159,39.97983,116.316441666667,2012-03-29 01:03:45
159,39.97981,116.316171666667,2012-03-29 01:03:50
159,39.9798,116.31592,2012-03-29 01:03:55
159,39.9798216666667,116.315645,2012-03-29 01:04:00
159,39.9797683333333,116.315366666667,2012-03-29 01:04:05
159,39.9797916666667,116.315115,2012-03-29 01:04:10
159,39.9797666666667,116.314845,2012-03-29 01:04:15
159,39.9797416666667,116.314581666667,2012-03-29 01:04:20
159,39.9797183333333,116.314356666667,2012-03-29 01:04:25
159,39.9797,116.314131666667,2012-03-29 01:04:30
159,39.9796933333333,116.313886666667,2012-03-29 01:04:35
159,39.9796883333333,116.313628333333,2012-03-29 01:04:40
159,39.9797033333333,116.313388333333,2012-03-29 01:04:45
159,39.9797016666667,116.31318,2012-03-29 01:04:50
159,39.9797133333333,116.312931666667,2012-03-29 01:04:55
159,39.979695,116.312691666667,2012-03-29 01:05:00
